statement,link,date,source,label
"

Michael Moore is supporting Trump in the 2024 election.

",/factchecks/2024/mar/04/instagram-posts/no-michael-moore-is-not-supporting-trumps-2024-can/,"March 4, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

The Texas wildfires were started by directed energy weapons.

",/factchecks/2024/mar/05/instagram-posts/no-directed-energy-weapons-did-not-start-the-texas/,"March 5, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

Texas petition to outlaw “aerosolized spraying” is evidence of chemtrails.

",/factchecks/2024/mar/05/facebook-posts/a-texas-petition-doesnt-prove-chemtrails-are-real/,"March 5, 2024",Facebook posts,https://static.politifact.com/img/meter-pants-fire.jpg
"

""There are less than two weeks until the deadline to register to vote in Wisconsin.""

",/factchecks/2024/mar/05/voto-latino/deadline-to-register-to-vote-in-wisconsin-isnt-les/,"March 5, 2024",Voto Latino .,https://static.politifact.com/img/meter-barely-true.jpg
"

Setting on Apple’s new Journal app “lets anyone near you know your FULL NAME and EXACTLY where you’re geo-located.”

",/factchecks/2024/mar/04/facebook-posts/write-this-down-apples-journal-app-isnt-telling-pe/,"March 4, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Michael Moore is supporting Trump in the 2024 election.

",/factchecks/2024/mar/04/instagram-posts/no-michael-moore-is-not-supporting-trumps-2024-can/,"March 4, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

If you went “anywhere in the world,” you could get a prescription filled for 40% to 60% less than it costs in the U.S.

",/factchecks/2024/mar/04/joe-biden/for-the-most-part-the-us-pays-double-for-prescript/,"March 4, 2024",Joe Biden,https://static.politifact.com/img/meter-mostly-true.jpg
"

The Texas wildfires were started by directed energy weapons.

",/factchecks/2024/mar/05/instagram-posts/no-directed-energy-weapons-did-not-start-the-texas/,"March 5, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

Texas petition to outlaw “aerosolized spraying” is evidence of chemtrails.

",/factchecks/2024/mar/05/facebook-posts/a-texas-petition-doesnt-prove-chemtrails-are-real/,"March 5, 2024",Facebook posts,https://static.politifact.com/img/meter-pants-fire.jpg
"

""There are less than two weeks until the deadline to register to vote in Wisconsin.""

",/factchecks/2024/mar/05/voto-latino/deadline-to-register-to-vote-in-wisconsin-isnt-les/,"March 5, 2024",Voto Latino .,https://static.politifact.com/img/meter-barely-true.jpg
"

Setting on Apple’s new Journal app “lets anyone near you know your FULL NAME and EXACTLY where you’re geo-located.”

",/factchecks/2024/mar/04/facebook-posts/write-this-down-apples-journal-app-isnt-telling-pe/,"March 4, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Michael Moore is supporting Trump in the 2024 election.

",/factchecks/2024/mar/04/instagram-posts/no-michael-moore-is-not-supporting-trumps-2024-can/,"March 4, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

If you went “anywhere in the world,” you could get a prescription filled for 40% to 60% less than it costs in the U.S.

",/factchecks/2024/mar/04/joe-biden/for-the-most-part-the-us-pays-double-for-prescript/,"March 4, 2024",Joe Biden,https://static.politifact.com/img/meter-mostly-true.jpg
"

“Your legal name is in fact a corporation. This is why you always see your name written in ALL CAPS.”

",/factchecks/2024/mar/01/instagram-posts/no-your-legal-name-is-not-a-corporation-that-claim/,"March 1, 2024",Instagram posts,https://static.politifact.com/img/meter-pants-fire.jpg
"

The Texas wildfires were started by directed energy weapons.

",/factchecks/2024/mar/05/instagram-posts/no-directed-energy-weapons-did-not-start-the-texas/,"March 5, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

Texas petition to outlaw “aerosolized spraying” is evidence of chemtrails.

",/factchecks/2024/mar/05/facebook-posts/a-texas-petition-doesnt-prove-chemtrails-are-real/,"March 5, 2024",Facebook posts,https://static.politifact.com/img/meter-pants-fire.jpg
"

""There are less than two weeks until the deadline to register to vote in Wisconsin.""

",/factchecks/2024/mar/05/voto-latino/deadline-to-register-to-vote-in-wisconsin-isnt-les/,"March 5, 2024",Voto Latino .,https://static.politifact.com/img/meter-barely-true.jpg
"

Setting on Apple’s new Journal app “lets anyone near you know your FULL NAME and EXACTLY where you’re geo-located.”

",/factchecks/2024/mar/04/facebook-posts/write-this-down-apples-journal-app-isnt-telling-pe/,"March 4, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Michael Moore is supporting Trump in the 2024 election.

",/factchecks/2024/mar/04/instagram-posts/no-michael-moore-is-not-supporting-trumps-2024-can/,"March 4, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

If you went “anywhere in the world,” you could get a prescription filled for 40% to 60% less than it costs in the U.S.

",/factchecks/2024/mar/04/joe-biden/for-the-most-part-the-us-pays-double-for-prescript/,"March 4, 2024",Joe Biden,https://static.politifact.com/img/meter-mostly-true.jpg
"

“Your legal name is in fact a corporation. This is why you always see your name written in ALL CAPS.”

",/factchecks/2024/mar/01/instagram-posts/no-your-legal-name-is-not-a-corporation-that-claim/,"March 1, 2024",Instagram posts,https://static.politifact.com/img/meter-pants-fire.jpg
"

In New York City “local elections, illegal immigrants can vote.”

",/factchecks/2024/mar/01/sean-hannity/sean-hannity-is-wrong-illegal-immigrants-cannot-vo/,"March 1, 2024",Sean Hannity,https://static.politifact.com/img/meter-false.jpg
"

The Texas wildfires were started by directed energy weapons.

",/factchecks/2024/mar/05/instagram-posts/no-directed-energy-weapons-did-not-start-the-texas/,"March 5, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

Texas petition to outlaw “aerosolized spraying” is evidence of chemtrails.

",/factchecks/2024/mar/05/facebook-posts/a-texas-petition-doesnt-prove-chemtrails-are-real/,"March 5, 2024",Facebook posts,https://static.politifact.com/img/meter-pants-fire.jpg
"

""There are less than two weeks until the deadline to register to vote in Wisconsin.""

",/factchecks/2024/mar/05/voto-latino/deadline-to-register-to-vote-in-wisconsin-isnt-les/,"March 5, 2024",Voto Latino .,https://static.politifact.com/img/meter-barely-true.jpg
"

Setting on Apple’s new Journal app “lets anyone near you know your FULL NAME and EXACTLY where you’re geo-located.”

",/factchecks/2024/mar/04/facebook-posts/write-this-down-apples-journal-app-isnt-telling-pe/,"March 4, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Michael Moore is supporting Trump in the 2024 election.

",/factchecks/2024/mar/04/instagram-posts/no-michael-moore-is-not-supporting-trumps-2024-can/,"March 4, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

If you went “anywhere in the world,” you could get a prescription filled for 40% to 60% less than it costs in the U.S.

",/factchecks/2024/mar/04/joe-biden/for-the-most-part-the-us-pays-double-for-prescript/,"March 4, 2024",Joe Biden,https://static.politifact.com/img/meter-mostly-true.jpg
"

“Your legal name is in fact a corporation. This is why you always see your name written in ALL CAPS.”

",/factchecks/2024/mar/01/instagram-posts/no-your-legal-name-is-not-a-corporation-that-claim/,"March 1, 2024",Instagram posts,https://static.politifact.com/img/meter-pants-fire.jpg
"

In New York City “local elections, illegal immigrants can vote.”

",/factchecks/2024/mar/01/sean-hannity/sean-hannity-is-wrong-illegal-immigrants-cannot-vo/,"March 1, 2024",Sean Hannity,https://static.politifact.com/img/meter-false.jpg
"

The Olympic boxing committee “decided this year that men can box against women in the Olympics.”

",/factchecks/2024/mar/01/tommy-tuberville/tubervilles-claim-that-olympics-decided-men-can-bo/,"March 1, 2024",Tommy Tuberville,https://static.politifact.com/img/meter-barely-true.jpg
"

The Texas wildfires were started by directed energy weapons.

",/factchecks/2024/mar/05/instagram-posts/no-directed-energy-weapons-did-not-start-the-texas/,"March 5, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

Texas petition to outlaw “aerosolized spraying” is evidence of chemtrails.

",/factchecks/2024/mar/05/facebook-posts/a-texas-petition-doesnt-prove-chemtrails-are-real/,"March 5, 2024",Facebook posts,https://static.politifact.com/img/meter-pants-fire.jpg
"

""There are less than two weeks until the deadline to register to vote in Wisconsin.""

",/factchecks/2024/mar/05/voto-latino/deadline-to-register-to-vote-in-wisconsin-isnt-les/,"March 5, 2024",Voto Latino .,https://static.politifact.com/img/meter-barely-true.jpg
"

Setting on Apple’s new Journal app “lets anyone near you know your FULL NAME and EXACTLY where you’re geo-located.”

",/factchecks/2024/mar/04/facebook-posts/write-this-down-apples-journal-app-isnt-telling-pe/,"March 4, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Michael Moore is supporting Trump in the 2024 election.

",/factchecks/2024/mar/04/instagram-posts/no-michael-moore-is-not-supporting-trumps-2024-can/,"March 4, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

If you went “anywhere in the world,” you could get a prescription filled for 40% to 60% less than it costs in the U.S.

",/factchecks/2024/mar/04/joe-biden/for-the-most-part-the-us-pays-double-for-prescript/,"March 4, 2024",Joe Biden,https://static.politifact.com/img/meter-mostly-true.jpg
"

“Your legal name is in fact a corporation. This is why you always see your name written in ALL CAPS.”

",/factchecks/2024/mar/01/instagram-posts/no-your-legal-name-is-not-a-corporation-that-claim/,"March 1, 2024",Instagram posts,https://static.politifact.com/img/meter-pants-fire.jpg
"

In New York City “local elections, illegal immigrants can vote.”

",/factchecks/2024/mar/01/sean-hannity/sean-hannity-is-wrong-illegal-immigrants-cannot-vo/,"March 1, 2024",Sean Hannity,https://static.politifact.com/img/meter-false.jpg
"

The Olympic boxing committee “decided this year that men can box against women in the Olympics.”

",/factchecks/2024/mar/01/tommy-tuberville/tubervilles-claim-that-olympics-decided-men-can-bo/,"March 1, 2024",Tommy Tuberville,https://static.politifact.com/img/meter-barely-true.jpg
"

“Chuck Schumer caught on hot mic” plotting to “blame REPUBLICANS AND MAGA” for reform delays.

",/factchecks/2024/mar/01/instagram-posts/schumer-biden-discussed-election-not-blaming-repub/,"March 1, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

The Texas wildfires were started by directed energy weapons.

",/factchecks/2024/mar/05/instagram-posts/no-directed-energy-weapons-did-not-start-the-texas/,"March 5, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

Texas petition to outlaw “aerosolized spraying” is evidence of chemtrails.

",/factchecks/2024/mar/05/facebook-posts/a-texas-petition-doesnt-prove-chemtrails-are-real/,"March 5, 2024",Facebook posts,https://static.politifact.com/img/meter-pants-fire.jpg
"

""There are less than two weeks until the deadline to register to vote in Wisconsin.""

",/factchecks/2024/mar/05/voto-latino/deadline-to-register-to-vote-in-wisconsin-isnt-les/,"March 5, 2024",Voto Latino .,https://static.politifact.com/img/meter-barely-true.jpg
"

Setting on Apple’s new Journal app “lets anyone near you know your FULL NAME and EXACTLY where you’re geo-located.”

",/factchecks/2024/mar/04/facebook-posts/write-this-down-apples-journal-app-isnt-telling-pe/,"March 4, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Michael Moore is supporting Trump in the 2024 election.

",/factchecks/2024/mar/04/instagram-posts/no-michael-moore-is-not-supporting-trumps-2024-can/,"March 4, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

If you went “anywhere in the world,” you could get a prescription filled for 40% to 60% less than it costs in the U.S.

",/factchecks/2024/mar/04/joe-biden/for-the-most-part-the-us-pays-double-for-prescript/,"March 4, 2024",Joe Biden,https://static.politifact.com/img/meter-mostly-true.jpg
"

“Your legal name is in fact a corporation. This is why you always see your name written in ALL CAPS.”

",/factchecks/2024/mar/01/instagram-posts/no-your-legal-name-is-not-a-corporation-that-claim/,"March 1, 2024",Instagram posts,https://static.politifact.com/img/meter-pants-fire.jpg
"

In New York City “local elections, illegal immigrants can vote.”

",/factchecks/2024/mar/01/sean-hannity/sean-hannity-is-wrong-illegal-immigrants-cannot-vo/,"March 1, 2024",Sean Hannity,https://static.politifact.com/img/meter-false.jpg
"

The Olympic boxing committee “decided this year that men can box against women in the Olympics.”

",/factchecks/2024/mar/01/tommy-tuberville/tubervilles-claim-that-olympics-decided-men-can-bo/,"March 1, 2024",Tommy Tuberville,https://static.politifact.com/img/meter-barely-true.jpg
"

“Chuck Schumer caught on hot mic” plotting to “blame REPUBLICANS AND MAGA” for reform delays.

",/factchecks/2024/mar/01/instagram-posts/schumer-biden-discussed-election-not-blaming-repub/,"March 1, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

President Joe Biden’s comments about Texas homes are evidence that homes of a certain color are spared from wildfires.

",/factchecks/2024/mar/01/instagram-posts/did-biden-confirm-blue-roofs-are-spared-in-wildfir/,"March 1, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

The Texas wildfires were started by directed energy weapons.

",/factchecks/2024/mar/05/instagram-posts/no-directed-energy-weapons-did-not-start-the-texas/,"March 5, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

Texas petition to outlaw “aerosolized spraying” is evidence of chemtrails.

",/factchecks/2024/mar/05/facebook-posts/a-texas-petition-doesnt-prove-chemtrails-are-real/,"March 5, 2024",Facebook posts,https://static.politifact.com/img/meter-pants-fire.jpg
"

""There are less than two weeks until the deadline to register to vote in Wisconsin.""

",/factchecks/2024/mar/05/voto-latino/deadline-to-register-to-vote-in-wisconsin-isnt-les/,"March 5, 2024",Voto Latino .,https://static.politifact.com/img/meter-barely-true.jpg
"

Setting on Apple’s new Journal app “lets anyone near you know your FULL NAME and EXACTLY where you’re geo-located.”

",/factchecks/2024/mar/04/facebook-posts/write-this-down-apples-journal-app-isnt-telling-pe/,"March 4, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Michael Moore is supporting Trump in the 2024 election.

",/factchecks/2024/mar/04/instagram-posts/no-michael-moore-is-not-supporting-trumps-2024-can/,"March 4, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

If you went “anywhere in the world,” you could get a prescription filled for 40% to 60% less than it costs in the U.S.

",/factchecks/2024/mar/04/joe-biden/for-the-most-part-the-us-pays-double-for-prescript/,"March 4, 2024",Joe Biden,https://static.politifact.com/img/meter-mostly-true.jpg
"

“Your legal name is in fact a corporation. This is why you always see your name written in ALL CAPS.”

",/factchecks/2024/mar/01/instagram-posts/no-your-legal-name-is-not-a-corporation-that-claim/,"March 1, 2024",Instagram posts,https://static.politifact.com/img/meter-pants-fire.jpg
"

In New York City “local elections, illegal immigrants can vote.”

",/factchecks/2024/mar/01/sean-hannity/sean-hannity-is-wrong-illegal-immigrants-cannot-vo/,"March 1, 2024",Sean Hannity,https://static.politifact.com/img/meter-false.jpg
"

The Olympic boxing committee “decided this year that men can box against women in the Olympics.”

",/factchecks/2024/mar/01/tommy-tuberville/tubervilles-claim-that-olympics-decided-men-can-bo/,"March 1, 2024",Tommy Tuberville,https://static.politifact.com/img/meter-barely-true.jpg
"

“Chuck Schumer caught on hot mic” plotting to “blame REPUBLICANS AND MAGA” for reform delays.

",/factchecks/2024/mar/01/instagram-posts/schumer-biden-discussed-election-not-blaming-repub/,"March 1, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

President Joe Biden’s comments about Texas homes are evidence that homes of a certain color are spared from wildfires.

",/factchecks/2024/mar/01/instagram-posts/did-biden-confirm-blue-roofs-are-spared-in-wildfir/,"March 1, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

Poland's foreign minister said the U.S. is ""dysfunctional and unreliable"" because it has not sent more aid to Ukraine.

",/factchecks/2024/mar/01/facebook-posts/polish-foreign-minister-did-not-call-the-us-dysfun/,"March 1, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

The Texas wildfires were started by directed energy weapons.

",/factchecks/2024/mar/05/instagram-posts/no-directed-energy-weapons-did-not-start-the-texas/,"March 5, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

Texas petition to outlaw “aerosolized spraying” is evidence of chemtrails.

",/factchecks/2024/mar/05/facebook-posts/a-texas-petition-doesnt-prove-chemtrails-are-real/,"March 5, 2024",Facebook posts,https://static.politifact.com/img/meter-pants-fire.jpg
"

""There are less than two weeks until the deadline to register to vote in Wisconsin.""

",/factchecks/2024/mar/05/voto-latino/deadline-to-register-to-vote-in-wisconsin-isnt-les/,"March 5, 2024",Voto Latino .,https://static.politifact.com/img/meter-barely-true.jpg
"

Setting on Apple’s new Journal app “lets anyone near you know your FULL NAME and EXACTLY where you’re geo-located.”

",/factchecks/2024/mar/04/facebook-posts/write-this-down-apples-journal-app-isnt-telling-pe/,"March 4, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Michael Moore is supporting Trump in the 2024 election.

",/factchecks/2024/mar/04/instagram-posts/no-michael-moore-is-not-supporting-trumps-2024-can/,"March 4, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

If you went “anywhere in the world,” you could get a prescription filled for 40% to 60% less than it costs in the U.S.

",/factchecks/2024/mar/04/joe-biden/for-the-most-part-the-us-pays-double-for-prescript/,"March 4, 2024",Joe Biden,https://static.politifact.com/img/meter-mostly-true.jpg
"

“Your legal name is in fact a corporation. This is why you always see your name written in ALL CAPS.”

",/factchecks/2024/mar/01/instagram-posts/no-your-legal-name-is-not-a-corporation-that-claim/,"March 1, 2024",Instagram posts,https://static.politifact.com/img/meter-pants-fire.jpg
"

In New York City “local elections, illegal immigrants can vote.”

",/factchecks/2024/mar/01/sean-hannity/sean-hannity-is-wrong-illegal-immigrants-cannot-vo/,"March 1, 2024",Sean Hannity,https://static.politifact.com/img/meter-false.jpg
"

The Olympic boxing committee “decided this year that men can box against women in the Olympics.”

",/factchecks/2024/mar/01/tommy-tuberville/tubervilles-claim-that-olympics-decided-men-can-bo/,"March 1, 2024",Tommy Tuberville,https://static.politifact.com/img/meter-barely-true.jpg
"

“Chuck Schumer caught on hot mic” plotting to “blame REPUBLICANS AND MAGA” for reform delays.

",/factchecks/2024/mar/01/instagram-posts/schumer-biden-discussed-election-not-blaming-repub/,"March 1, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

President Joe Biden’s comments about Texas homes are evidence that homes of a certain color are spared from wildfires.

",/factchecks/2024/mar/01/instagram-posts/did-biden-confirm-blue-roofs-are-spared-in-wildfir/,"March 1, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

Poland's foreign minister said the U.S. is ""dysfunctional and unreliable"" because it has not sent more aid to Ukraine.

",/factchecks/2024/mar/01/facebook-posts/polish-foreign-minister-did-not-call-the-us-dysfun/,"March 1, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

“7.2 million illegals entered the U.S. under Biden administration,” showing that “the ‘Great Replacement’ is not a theory, it’s a reality.""

",/factchecks/2024/mar/01/facebook-posts/undocumented-immigrants-are-not-proof-of-a-scheme/,"March 1, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

The Texas wildfires were started by directed energy weapons.

",/factchecks/2024/mar/05/instagram-posts/no-directed-energy-weapons-did-not-start-the-texas/,"March 5, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

Texas petition to outlaw “aerosolized spraying” is evidence of chemtrails.

",/factchecks/2024/mar/05/facebook-posts/a-texas-petition-doesnt-prove-chemtrails-are-real/,"March 5, 2024",Facebook posts,https://static.politifact.com/img/meter-pants-fire.jpg
"

""There are less than two weeks until the deadline to register to vote in Wisconsin.""

",/factchecks/2024/mar/05/voto-latino/deadline-to-register-to-vote-in-wisconsin-isnt-les/,"March 5, 2024",Voto Latino .,https://static.politifact.com/img/meter-barely-true.jpg
"

Setting on Apple’s new Journal app “lets anyone near you know your FULL NAME and EXACTLY where you’re geo-located.”

",/factchecks/2024/mar/04/facebook-posts/write-this-down-apples-journal-app-isnt-telling-pe/,"March 4, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Michael Moore is supporting Trump in the 2024 election.

",/factchecks/2024/mar/04/instagram-posts/no-michael-moore-is-not-supporting-trumps-2024-can/,"March 4, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

If you went “anywhere in the world,” you could get a prescription filled for 40% to 60% less than it costs in the U.S.

",/factchecks/2024/mar/04/joe-biden/for-the-most-part-the-us-pays-double-for-prescript/,"March 4, 2024",Joe Biden,https://static.politifact.com/img/meter-mostly-true.jpg
"

“Your legal name is in fact a corporation. This is why you always see your name written in ALL CAPS.”

",/factchecks/2024/mar/01/instagram-posts/no-your-legal-name-is-not-a-corporation-that-claim/,"March 1, 2024",Instagram posts,https://static.politifact.com/img/meter-pants-fire.jpg
"

In New York City “local elections, illegal immigrants can vote.”

",/factchecks/2024/mar/01/sean-hannity/sean-hannity-is-wrong-illegal-immigrants-cannot-vo/,"March 1, 2024",Sean Hannity,https://static.politifact.com/img/meter-false.jpg
"

The Olympic boxing committee “decided this year that men can box against women in the Olympics.”

",/factchecks/2024/mar/01/tommy-tuberville/tubervilles-claim-that-olympics-decided-men-can-bo/,"March 1, 2024",Tommy Tuberville,https://static.politifact.com/img/meter-barely-true.jpg
"

“Chuck Schumer caught on hot mic” plotting to “blame REPUBLICANS AND MAGA” for reform delays.

",/factchecks/2024/mar/01/instagram-posts/schumer-biden-discussed-election-not-blaming-repub/,"March 1, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

President Joe Biden’s comments about Texas homes are evidence that homes of a certain color are spared from wildfires.

",/factchecks/2024/mar/01/instagram-posts/did-biden-confirm-blue-roofs-are-spared-in-wildfir/,"March 1, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

Poland's foreign minister said the U.S. is ""dysfunctional and unreliable"" because it has not sent more aid to Ukraine.

",/factchecks/2024/mar/01/facebook-posts/polish-foreign-minister-did-not-call-the-us-dysfun/,"March 1, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

“7.2 million illegals entered the U.S. under Biden administration,” showing that “the ‘Great Replacement’ is not a theory, it’s a reality.""

",/factchecks/2024/mar/01/facebook-posts/undocumented-immigrants-are-not-proof-of-a-scheme/,"March 1, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Chicken and cows have high levels of estrogen, which leads men who eat them to bald, develop man boobs and be unable to grow muscle mass.

",/factchecks/2024/mar/01/instagram-posts/fact-checking-misinformation-about-estrogen-in-mea/,"March 1, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

The Texas wildfires were started by directed energy weapons.

",/factchecks/2024/mar/05/instagram-posts/no-directed-energy-weapons-did-not-start-the-texas/,"March 5, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

Texas petition to outlaw “aerosolized spraying” is evidence of chemtrails.

",/factchecks/2024/mar/05/facebook-posts/a-texas-petition-doesnt-prove-chemtrails-are-real/,"March 5, 2024",Facebook posts,https://static.politifact.com/img/meter-pants-fire.jpg
"

""There are less than two weeks until the deadline to register to vote in Wisconsin.""

",/factchecks/2024/mar/05/voto-latino/deadline-to-register-to-vote-in-wisconsin-isnt-les/,"March 5, 2024",Voto Latino .,https://static.politifact.com/img/meter-barely-true.jpg
"

Setting on Apple’s new Journal app “lets anyone near you know your FULL NAME and EXACTLY where you’re geo-located.”

",/factchecks/2024/mar/04/facebook-posts/write-this-down-apples-journal-app-isnt-telling-pe/,"March 4, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Michael Moore is supporting Trump in the 2024 election.

",/factchecks/2024/mar/04/instagram-posts/no-michael-moore-is-not-supporting-trumps-2024-can/,"March 4, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

If you went “anywhere in the world,” you could get a prescription filled for 40% to 60% less than it costs in the U.S.

",/factchecks/2024/mar/04/joe-biden/for-the-most-part-the-us-pays-double-for-prescript/,"March 4, 2024",Joe Biden,https://static.politifact.com/img/meter-mostly-true.jpg
"

“Your legal name is in fact a corporation. This is why you always see your name written in ALL CAPS.”

",/factchecks/2024/mar/01/instagram-posts/no-your-legal-name-is-not-a-corporation-that-claim/,"March 1, 2024",Instagram posts,https://static.politifact.com/img/meter-pants-fire.jpg
"

In New York City “local elections, illegal immigrants can vote.”

",/factchecks/2024/mar/01/sean-hannity/sean-hannity-is-wrong-illegal-immigrants-cannot-vo/,"March 1, 2024",Sean Hannity,https://static.politifact.com/img/meter-false.jpg
"

The Olympic boxing committee “decided this year that men can box against women in the Olympics.”

",/factchecks/2024/mar/01/tommy-tuberville/tubervilles-claim-that-olympics-decided-men-can-bo/,"March 1, 2024",Tommy Tuberville,https://static.politifact.com/img/meter-barely-true.jpg
"

“Chuck Schumer caught on hot mic” plotting to “blame REPUBLICANS AND MAGA” for reform delays.

",/factchecks/2024/mar/01/instagram-posts/schumer-biden-discussed-election-not-blaming-repub/,"March 1, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

President Joe Biden’s comments about Texas homes are evidence that homes of a certain color are spared from wildfires.

",/factchecks/2024/mar/01/instagram-posts/did-biden-confirm-blue-roofs-are-spared-in-wildfir/,"March 1, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

Poland's foreign minister said the U.S. is ""dysfunctional and unreliable"" because it has not sent more aid to Ukraine.

",/factchecks/2024/mar/01/facebook-posts/polish-foreign-minister-did-not-call-the-us-dysfun/,"March 1, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

“7.2 million illegals entered the U.S. under Biden administration,” showing that “the ‘Great Replacement’ is not a theory, it’s a reality.""

",/factchecks/2024/mar/01/facebook-posts/undocumented-immigrants-are-not-proof-of-a-scheme/,"March 1, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Chicken and cows have high levels of estrogen, which leads men who eat them to bald, develop man boobs and be unable to grow muscle mass.

",/factchecks/2024/mar/01/instagram-posts/fact-checking-misinformation-about-estrogen-in-mea/,"March 1, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

“One of my responsibilities as Secretary of State is to countersign acts passed by the legislature & signed into law by Gov. Evers.”

",/factchecks/2024/mar/01/sarah-godlewski/no-wisconsin-secretary-of-state-doesnt-have-to-cou/,"March 1, 2024",Sarah Godlewski,https://static.politifact.com/img/meter-barely-true.jpg
"

The Texas wildfires were started by directed energy weapons.

",/factchecks/2024/mar/05/instagram-posts/no-directed-energy-weapons-did-not-start-the-texas/,"March 5, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

Texas petition to outlaw “aerosolized spraying” is evidence of chemtrails.

",/factchecks/2024/mar/05/facebook-posts/a-texas-petition-doesnt-prove-chemtrails-are-real/,"March 5, 2024",Facebook posts,https://static.politifact.com/img/meter-pants-fire.jpg
"

""There are less than two weeks until the deadline to register to vote in Wisconsin.""

",/factchecks/2024/mar/05/voto-latino/deadline-to-register-to-vote-in-wisconsin-isnt-les/,"March 5, 2024",Voto Latino .,https://static.politifact.com/img/meter-barely-true.jpg
"

Setting on Apple’s new Journal app “lets anyone near you know your FULL NAME and EXACTLY where you’re geo-located.”

",/factchecks/2024/mar/04/facebook-posts/write-this-down-apples-journal-app-isnt-telling-pe/,"March 4, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Michael Moore is supporting Trump in the 2024 election.

",/factchecks/2024/mar/04/instagram-posts/no-michael-moore-is-not-supporting-trumps-2024-can/,"March 4, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

If you went “anywhere in the world,” you could get a prescription filled for 40% to 60% less than it costs in the U.S.

",/factchecks/2024/mar/04/joe-biden/for-the-most-part-the-us-pays-double-for-prescript/,"March 4, 2024",Joe Biden,https://static.politifact.com/img/meter-mostly-true.jpg
"

“Your legal name is in fact a corporation. This is why you always see your name written in ALL CAPS.”

",/factchecks/2024/mar/01/instagram-posts/no-your-legal-name-is-not-a-corporation-that-claim/,"March 1, 2024",Instagram posts,https://static.politifact.com/img/meter-pants-fire.jpg
